transaction_id,user_id,sender_upi,receiver_upi,amount,currency,status,upi_app,bank,category,created_at,device_type,city
TXN0000384,USR00302,wmannan@okhdfcbank,jack48@axl,15880.86,INR,FAILED,Paytm,ICICI,Healthcare,2024-06-20 09:16:41,Web,Bengaluru
TXN0000385,USR00229,banjeet56@okicici,nattchristopher@okhdfcbank,1.94,INR,FAILED,CRED,Kotak,Entertainment,2024-12-10 09:00:26,Android,Bengaluru
TXN0000386,USR00045,neel43@axl,randhawasathvik@okhdfcbank,116.24,INR,FAILED,BHIM,ICICI,Shopping,2024-01-13 01:38:42,Web,Delhi
TXN0000387,USR00132,samarth53@okhdfcbank,dayamaichakrabarti@oksbi,2421.43,INR,SUCCESS,Paytm,SBI,Education,2024-05-09 09:40:29,iOS,Pune
TXN0000388,USR00103,xrana@axl,darsh62@ybl,9.81,INR,SUCCESS,Google Pay,Canara,Shopping,2024-01-31 13:11:28,Android,Kolkata
TXN0000389,USR00398,harinakshikalla@ybl,iyengardhriti@oksbi,828.14,INR,FAILED,BHIM,ICICI,Food & Dining,2024-04-21 03:58:28,Android,Kolkata
TXN0000390,USR00207,yastibhasin@paytm,fseshadri@oksbi,4729.6,INR,FAILED,Amazon Pay,Axis,Food & Dining,2024-05-16 19:57:25,iOS,Ahmedabad
TXN0000391,USR00274,mangatlekha@okicici,ojasvipalla@oksbi,4986.57,INR,PENDING,BHIM,Kotak,Travel,2024-03-03 11:21:43,Android,Bengaluru
TXN0000392,USR00225,falakbhagat@paytm,latakevin@okhdfcbank,8818.81,INR,SUCCESS,Google Pay,SBI,Travel,2024-07-15 09:44:24,Android,Hyderabad
TXN0000393,USR00019,jai94@okicici,vjaggi@oksbi,482.83,INR,SUCCESS,Paytm,SBI,Education,2024-09-07 22:41:19,Android,Hyderabad
TXN0000394,USR00377,warriorhitesh@okhdfcbank,srivastavapahal@ybl,82.99,INR,FAILED,CRED,SBI,Groceries,2024-11-30 14:43:55,Web,Bengaluru
TXN0000395,USR00088,vedaranganathan@axl,tanay47@oksbi,9378.15,INR,SUCCESS,PhonePe,HDFC,Groceries,2024-05-04 04:00:11,Web,Hyderabad
TXN0000396,USR00295,chadmanthan@axl,lekha17@okhdfcbank,10436.11,INR,PENDING,Paytm,Axis,Food & Dining,2024-02-02 13:21:51,Web,Delhi
TXN0000397,USR00021,inayadayal@okhdfcbank,ethandugal@oksbi,24739.75,INR,FAILED,CRED,BOB,Utilities,2024-06-20 13:09:48,Android,Ahmedabad
TXN0000398,USR00355,anjali11@okhdfcbank,qbhatti@okhdfcbank,1776.79,INR,SUCCESS,Google Pay,Kotak,Fuel,2024-02-11 10:59:05,iOS,Kolkata
TXN0000399,USR00179,lbajaj@ybl,kevin46@oksbi,3254.22,INR,FAILED,Amazon Pay,Axis,Travel,2024-05-02 19:44:02,Android,Mumbai
TXN0000400,USR00077,omishabali@paytm,jbuch@ybl,316.97,INR,FAILED,BHIM,ICICI,Utilities,2024-11-12 22:32:14,Web,Bengaluru
TXN0000401,USR00380,zgara@oksbi,rishi05@axl,312.24,INR,SUCCESS,Google Pay,ICICI,Food & Dining,2024-01-28 09:13:27,iOS,Mumbai
TXN0000402,USR00399,yashodharachawla@oksbi,behljack@okicici,215.34,INR,PENDING,Google Pay,HDFC,Travel,2024-02-06 23:28:37,Web,Kolkata
TXN0000403,USR00233,ncontractor@okhdfcbank,nagichandani@ybl,14727.43,INR,SUCCESS,Paytm,ICICI,Groceries,2024-04-12 12:04:30,Web,Hyderabad
TXN0000404,USR00235,vparekh@ybl,asaran@okhdfcbank,768.43,INR,FAILED,Paytm,Axis,Entertainment,2024-11-19 13:12:21,Web,Delhi
TXN0000405,USR00303,adya17@ybl,udarshratti@ybl,52.37,INR,SUCCESS,Paytm,SBI,Education,2024-11-22 05:36:35,Web,Hyderabad
TXN0000406,USR00021,arunimamohanty@ybl,nmanda@paytm,83.0,INR,FAILED,Amazon Pay,SBI,Education,2024-05-06 12:57:59,Web,Kolkata
TXN0000407,USR00209,deoraagini@okhdfcbank,hansmatthew@okhdfcbank,5559.03,INR,SUCCESS,Paytm,Kotak,Travel,2024-09-02 22:52:06,Web,Mumbai
TXN0000408,USR00396,sharafmahika@okhdfcbank,anya01@paytm,3126.47,INR,SUCCESS,BHIM,ICICI,Healthcare,2024-01-09 13:10:45,Web,Ahmedabad
TXN0000409,USR00358,baljiwanwali@axl,simonchaudhari@axl,647.21,INR,PENDING,Amazon Pay,Axis,Shopping,2024-12-26 20:04:24,Web,Pune
TXN0000410,USR00332,chakrabortydamyanti@axl,anthony27@paytm,189.14,INR,SUCCESS,PhonePe,Axis,Utilities,2024-01-29 19:56:03,iOS,Hyderabad
TXN0000411,USR00165,deepamitter@okicici,ishwar28@okicici,479.96,INR,SUCCESS,Amazon Pay,BOB,Entertainment,2024-10-03 21:47:48,Android,Mumbai
TXN0000412,USR00232,pushti68@axl,shegde@okicici,2893.57,INR,PENDING,CRED,HDFC,Travel,2024-07-09 21:32:33,iOS,Mumbai
TXN0000413,USR00267,saiprabhu@paytm,balvanedwin@oksbi,145.21,INR,PENDING,Paytm,BOB,Fuel,2024-02-11 10:18:04,Android,Ahmedabad
TXN0000414,USR00119,wazir67@axl,qbains@paytm,8.85,INR,SUCCESS,Paytm,BOB,Rent,2024-06-26 08:18:12,iOS,Pune
TXN0000415,USR00088,datefalan@okicici,pmand@okhdfcbank,3052.63,INR,SUCCESS,BHIM,PNB,Entertainment,2024-09-05 22:33:53,Android,Delhi
TXN0000416,USR00355,bakshisneha@paytm,widisha39@okhdfcbank,12891.17,INR,SUCCESS,Google Pay,Axis,Shopping,2024-06-29 10:39:59,Android,Pune
TXN0000417,USR00191,oommenyashodhara@ybl,idikasethi@axl,356.5,INR,SUCCESS,Google Pay,Kotak,Shopping,2024-10-21 13:23:11,Android,Kolkata
TXN0000418,USR00362,xgulati@okicici,ttella@ybl,27833.41,INR,SUCCESS,Paytm,ICICI,Rent,2024-09-12 14:59:20,Web,Ahmedabad
TXN0000419,USR00060,iyerpraneel@okicici,wkaur@oksbi,7.1,INR,SUCCESS,BHIM,Axis,Groceries,2024-06-22 23:30:57,iOS,Mumbai
TXN0000420,USR00229,wsha@paytm,vaishnavi48@paytm,6014.69,INR,FAILED,PhonePe,BOB,Travel,2024-06-16 12:37:33,iOS,Pune
TXN0000421,USR00007,gavin16@okicici,wcheema@okicici,4342.12,INR,FAILED,Paytm,Kotak,Groceries,2024-11-04 01:58:42,Web,Mumbai
TXN0000422,USR00374,jhalakganesh@ybl,rachanadyal@okhdfcbank,4125.53,INR,FAILED,Amazon Pay,HDFC,Utilities,2024-04-20 14:47:26,Android,Chennai
TXN0000423,USR00140,amairalalla@ybl,vansha31@okhdfcbank,5297.85,INR,SUCCESS,Amazon Pay,Canara,Rent,2024-08-31 16:21:04,Android,Hyderabad
TXN0000424,USR00300,vyanjana70@okicici,ekavirbhatti@ybl,8.44,INR,SUCCESS,Amazon Pay,Canara,Travel,2024-04-05 09:35:31,Android,Bengaluru
TXN0000425,USR00126,bhari@oksbi,udant46@oksbi,45805.69,INR,SUCCESS,Paytm,Canara,Shopping,2024-03-19 21:07:41,Web,Pune
TXN0000426,USR00376,chackofrado@axl,narangjanya@oksbi,10381.27,INR,SUCCESS,Paytm,ICICI,Rent,2024-10-24 20:55:16,Android,Delhi
TXN0000427,USR00326,amblesathvik@okicici,janujanarula@oksbi,4.25,INR,SUCCESS,Paytm,Kotak,Fuel,2024-06-12 10:22:10,Web,Mumbai
TXN0000428,USR00155,ishapall@okicici,ogupta@paytm,19229.47,INR,FAILED,CRED,PNB,Shopping,2024-09-20 10:48:06,Web,Pune
TXN0000429,USR00080,rdivan@axl,ldass@okhdfcbank,211.88,INR,SUCCESS,Google Pay,HDFC,Education,2024-03-14 22:18:23,iOS,Mumbai
TXN0000430,USR00268,agastya02@okicici,eaurora@okhdfcbank,45037.69,INR,SUCCESS,CRED,Kotak,Food & Dining,2024-02-29 00:30:22,Web,Mumbai
TXN0000431,USR00040,gpandya@oksbi,gswamy@ybl,112.82,INR,SUCCESS,BHIM,SBI,Travel,2024-04-23 10:44:14,Android,Bengaluru
TXN0000432,USR00064,wmannan@axl,dugallopa@okhdfcbank,31.21,INR,FAILED,Amazon Pay,Axis,Utilities,2024-12-03 08:30:07,Web,Pune
TXN0000433,USR00292,fariq39@oksbi,bhavikachada@oksbi,32583.04,INR,SUCCESS,Amazon Pay,SBI,Fuel,2024-01-15 13:37:22,Android,Hyderabad
TXN0000434,USR00259,bvenkataraman@paytm,zshanker@ybl,2.93,INR,SUCCESS,Paytm,ICICI,Groceries,2024-05-24 22:00:46,Web,Mumbai
TXN0000435,USR00057,samakshbiswas@axl,qbhatia@okhdfcbank,3926.34,INR,SUCCESS,BHIM,PNB,Entertainment,2024-04-02 12:27:13,Web,Bengaluru
TXN0000436,USR00284,rdevan@ybl,sbalay@okicici,370.73,INR,SUCCESS,BHIM,Axis,Shopping,2024-02-12 09:24:18,iOS,Pune
TXN0000437,USR00206,chaitanyabarman@paytm,riya48@axl,3544.33,INR,SUCCESS,PhonePe,ICICI,Shopping,2024-04-01 21:43:06,iOS,Hyderabad
TXN0000438,USR00304,dhari@okicici,rsule@paytm,37107.22,INR,FAILED,BHIM,PNB,Groceries,2024-06-22 20:07:14,Web,Kolkata
TXN0000439,USR00016,atwalhitesh@oksbi,neel29@paytm,132.84,INR,SUCCESS,PhonePe,HDFC,Groceries,2024-09-05 10:49:29,Web,Bengaluru
TXN0000440,USR00239,ybala@okhdfcbank,vedika49@okicici,844.33,INR,SUCCESS,CRED,Canara,Groceries,2024-04-01 19:09:19,Web,Chennai
TXN0000441,USR00231,yadavi28@okicici,sanayabhatia@ybl,2436.83,INR,SUCCESS,BHIM,Canara,Food & Dining,2024-10-04 22:34:01,Android,Delhi
TXN0000442,USR00292,abalay@paytm,misranikita@ybl,221.03,INR,PENDING,CRED,Canara,Groceries,2024-10-12 09:56:45,Web,Delhi
TXN0000443,USR00032,neelimatank@oksbi,ekiyakohli@axl,2087.44,INR,SUCCESS,PhonePe,ICICI,Healthcare,2024-09-16 13:31:37,iOS,Bengaluru
TXN0000444,USR00332,ipandya@okicici,ggolla@axl,211.85,INR,SUCCESS,PhonePe,HDFC,Entertainment,2024-11-16 09:27:22,Android,Pune
TXN0000445,USR00357,benjaminbali@ybl,girindra21@axl,217.01,INR,FAILED,PhonePe,PNB,Education,2024-03-27 19:02:29,Web,Kolkata
TXN0000446,USR00086,sarinekani@axl,aashipillai@okicici,2762.46,INR,PENDING,Paytm,BOB,Travel,2024-06-14 15:06:44,iOS,Mumbai
TXN0000447,USR00368,ekiya04@axl,jainom@oksbi,206.99,INR,PENDING,Amazon Pay,PNB,Entertainment,2024-10-01 13:03:19,Android,Ahmedabad
TXN0000448,USR00213,kotaqushi@ybl,sharafbalveer@okicici,404.02,INR,FAILED,Amazon Pay,Canara,Fuel,2024-08-06 09:41:52,Android,Bengaluru
TXN0000449,USR00273,esetty@axl,chasmum67@ybl,26028.29,INR,SUCCESS,Amazon Pay,SBI,Fuel,2024-11-17 05:36:31,Android,Pune
TXN0000450,USR00325,lipikaparsa@okhdfcbank,wazirvora@ybl,423.62,INR,SUCCESS,Paytm,Kotak,Utilities,2024-08-24 10:47:43,iOS,Hyderabad
TXN0000451,USR00217,amaranair@paytm,nidhi47@oksbi,2588.72,INR,FAILED,Google Pay,ICICI,Entertainment,2024-07-26 10:12:01,Android,Bengaluru
TXN0000452,USR00029,gchanda@oksbi,suravincent@okicici,427.74,INR,SUCCESS,Amazon Pay,Kotak,Shopping,2024-05-12 08:42:35,iOS,Pune
TXN0000453,USR00268,sswaminathan@paytm,nandagaurang@axl,78.87,INR,SUCCESS,Amazon Pay,Kotak,Groceries,2024-12-09 02:25:53,Android,Hyderabad
TXN0000454,USR00112,thakkarharini@okhdfcbank,upasna70@oksbi,3867.68,INR,PENDING,Google Pay,Axis,Entertainment,2024-11-03 19:21:53,iOS,Kolkata
TXN0000455,USR00127,kannanmohini@okicici,bpurohit@okhdfcbank,24070.16,INR,SUCCESS,Paytm,Canara,Healthcare,2024-05-10 01:31:34,iOS,Bengaluru
TXN0000456,USR00123,psha@okicici,buchvedhika@axl,46285.58,INR,SUCCESS,BHIM,Kotak,Healthcare,2024-11-26 19:02:53,Web,Mumbai
TXN0000457,USR00388,koshyjacob@okhdfcbank,bassikaran@okicici,202.56,INR,SUCCESS,Google Pay,ICICI,Groceries,2024-09-30 14:24:00,Web,Pune
TXN0000458,USR00252,praneel79@ybl,upadhriti42@paytm,8.02,INR,SUCCESS,BHIM,PNB,Education,2024-11-25 08:17:55,Android,Delhi
TXN0000459,USR00391,utkarshjha@oksbi,pdayal@paytm,408.58,INR,SUCCESS,CRED,ICICI,Groceries,2024-12-23 09:22:26,Web,Delhi
TXN0000460,USR00265,wmajumdar@paytm,jdubey@paytm,2.42,INR,SUCCESS,Google Pay,BOB,Healthcare,2024-01-02 13:20:36,iOS,Ahmedabad
TXN0000461,USR00115,cpatil@oksbi,minhasgautami@oksbi,44437.55,INR,SUCCESS,Amazon Pay,Axis,Shopping,2024-03-09 19:51:18,iOS,Hyderabad
TXN0000462,USR00291,boralaban@oksbi,nadigdhruv@oksbi,304.19,INR,SUCCESS,CRED,BOB,Groceries,2024-05-14 05:03:25,Web,Ahmedabad
TXN0000463,USR00106,eshana59@axl,narangurishilla@okhdfcbank,3858.99,INR,FAILED,Paytm,Axis,Education,2024-03-01 12:12:55,Android,Kolkata
TXN0000464,USR00006,wasonyamini@ybl,pingleekaja@okhdfcbank,131.68,INR,SUCCESS,Paytm,BOB,Travel,2024-03-15 13:15:39,Web,Kolkata
TXN0000465,USR00311,ryan15@paytm,emittal@axl,4689.79,INR,PENDING,CRED,SBI,Food & Dining,2024-12-28 13:04:06,iOS,Kolkata
TXN0000466,USR00253,vdass@okicici,pillayjeevika@ybl,16713.12,INR,SUCCESS,Google Pay,HDFC,Healthcare,2024-06-03 21:23:08,Web,Kolkata
TXN0000467,USR00145,ksarraf@okicici,harsh81@axl,1764.5,INR,SUCCESS,Paytm,PNB,Education,2024-03-13 19:02:08,Android,Pune
TXN0000468,USR00118,masonprabhakar@okhdfcbank,inaya32@oksbi,321.96,INR,FAILED,BHIM,Kotak,Utilities,2024-09-08 04:35:54,Web,Ahmedabad
TXN0000469,USR00076,vedhikazachariah@oksbi,sravi@okicici,27184.48,INR,SUCCESS,PhonePe,Axis,Entertainment,2024-08-11 21:02:28,Android,Delhi
TXN0000470,USR00093,borahenry@ybl,bnatt@oksbi,28670.69,INR,PENDING,Google Pay,Canara,Shopping,2024-09-17 18:57:42,iOS,Bengaluru
TXN0000471,USR00042,hemang42@ybl,rchaudhari@paytm,465.28,INR,SUCCESS,CRED,Canara,Groceries,2024-05-25 21:07:25,Web,Chennai
TXN0000472,USR00067,xalakpandey@okhdfcbank,prashadhema@oksbi,49991.95,INR,PENDING,CRED,Kotak,Healthcare,2024-10-31 10:02:41,Android,Mumbai
TXN0000473,USR00107,zgala@okhdfcbank,jmanne@ybl,127.64,INR,SUCCESS,BHIM,Kotak,Utilities,2024-10-07 12:05:25,Android,Chennai
TXN0000474,USR00263,mgarg@okhdfcbank,yugchar@ybl,1090.79,INR,FAILED,BHIM,BOB,Groceries,2024-09-08 23:51:58,iOS,Kolkata
TXN0000475,USR00347,yagneshsura@okhdfcbank,jgokhale@paytm,681.97,INR,SUCCESS,CRED,ICICI,Groceries,2024-02-16 11:39:11,Web,Mumbai
TXN0000476,USR00268,nathan42@ybl,paupavani@okicici,82.82,INR,PENDING,Amazon Pay,SBI,Fuel,2024-05-28 09:58:51,Android,Bengaluru
TXN0000477,USR00042,rattanjhalak@axl,ksanghvi@oksbi,20995.59,INR,SUCCESS,PhonePe,Canara,Utilities,2024-09-19 20:26:06,Android,Kolkata
TXN0000478,USR00096,ekapad59@okhdfcbank,beragunbir@okhdfcbank,2524.77,INR,SUCCESS,PhonePe,Kotak,Shopping,2024-01-24 13:20:37,iOS,Bengaluru
TXN0000479,USR00372,udayal@ybl,ekantikakhosla@okicici,48461.17,INR,PENDING,Amazon Pay,PNB,Education,2024-01-03 08:10:41,iOS,Mumbai
TXN0000480,USR00014,tamanna81@okhdfcbank,settyfrederick@ybl,9.73,INR,SUCCESS,CRED,ICICI,Travel,2024-03-05 12:07:52,iOS,Hyderabad
TXN0000481,USR00249,yatinbhatia@ybl,ishani81@oksbi,4560.87,INR,SUCCESS,BHIM,Axis,Travel,2024-02-14 21:09:30,iOS,Kolkata
TXN0000482,USR00375,xsur@axl,yauvaniborde@okicici,38168.52,INR,SUCCESS,PhonePe,Canara,Education,2024-01-27 09:40:54,iOS,Ahmedabad
TXN0000483,USR00060,bakhshiguha@ybl,hardiklal@axl,1705.32,INR,SUCCESS,CRED,PNB,Groceries,2024-04-28 16:01:27,Web,Kolkata
TXN0000484,USR00367,bariaronith@paytm,atisandhu@ybl,35823.83,INR,SUCCESS,Google Pay,Kotak,Education,2024-01-11 12:30:22,iOS,Pune
TXN0000485,USR00081,omyabarad@axl,girik11@ybl,377.13,INR,SUCCESS,PhonePe,BOB,Groceries,2024-08-29 05:39:13,iOS,Hyderabad
TXN0000486,USR00017,doctorsanaya@oksbi,sathvikshenoy@okicici,43675.78,INR,PENDING,BHIM,HDFC,Rent,2024-04-17 00:22:56,Android,Mumbai
TXN0000487,USR00354,harishramakrishnan@axl,msundaram@axl,32.87,INR,SUCCESS,CRED,HDFC,Food & Dining,2024-10-14 13:21:50,iOS,Ahmedabad
TXN0000488,USR00323,isha73@oksbi,samuelbalakrishnan@okhdfcbank,59.92,INR,SUCCESS,Paytm,ICICI,Entertainment,2024-02-26 19:39:50,Web,Ahmedabad
TXN0000489,USR00394,uzacharia@oksbi,aarush71@okhdfcbank,1053.43,INR,PENDING,BHIM,PNB,Entertainment,2024-09-16 09:09:41,Web,Delhi
TXN0000490,USR00071,usastry@ybl,virajmenon@ybl,84.29,INR,FAILED,BHIM,Canara,Fuel,2024-02-13 20:23:40,Web,Pune
TXN0000491,USR00223,ekantika91@oksbi,onkar37@ybl,44.09,INR,SUCCESS,PhonePe,ICICI,Rent,2024-01-16 08:45:51,Android,Chennai
TXN0000492,USR00313,irapatil@okhdfcbank,samakaran@paytm,42215.16,INR,SUCCESS,BHIM,Canara,Travel,2024-08-02 22:55:19,Web,Ahmedabad
TXN0000493,USR00379,ghosejhalak@okhdfcbank,duawishi@axl,22549.71,INR,SUCCESS,Amazon Pay,Kotak,Travel,2024-12-23 20:49:12,Android,Chennai
TXN0000494,USR00372,devkota@ybl,saranaarnav@axl,1664.11,INR,SUCCESS,PhonePe,SBI,Healthcare,2024-09-23 10:01:01,iOS,Pune
TXN0000495,USR00298,singhandrew@axl,pbanik@paytm,15624.38,INR,SUCCESS,CRED,Axis,Healthcare,2024-03-04 09:28:19,iOS,Chennai
TXN0000496,USR00299,alexanderkari@okhdfcbank,janyawalla@okicici,9735.21,INR,SUCCESS,BHIM,HDFC,Utilities,2024-12-07 22:36:43,Web,Kolkata
TXN0000497,USR00302,hemasachdeva@axl,hsalvi@axl,851.33,INR,SUCCESS,BHIM,Kotak,Rent,2024-07-29 08:27:56,iOS,Kolkata
TXN0000498,USR00361,rachita35@axl,anamika88@axl,80.73,INR,SUCCESS,PhonePe,Axis,Groceries,2024-08-13 15:46:26,iOS,Bengaluru
TXN0000499,USR00268,ijayagoda@okhdfcbank,bachittarhayre@oksbi,210.22,INR,PENDING,Paytm,Kotak,Healthcare,2024-03-21 11:58:07,iOS,Chennai
TXN0000500,USR00094,manderansh@paytm,harita23@ybl,33.84,INR,PENDING,PhonePe,HDFC,Fuel,2024-09-05 10:09:50,iOS,Mumbai
TXN0000501,USR00068,obala@okhdfcbank,harita16@axl,37401.51,INR,SUCCESS,CRED,Canara,Groceries,2024-01-23 13:36:28,Web,Ahmedabad
TXN0000502,USR00277,esarraf@oksbi,wridesh21@paytm,2242.56,INR,SUCCESS,BHIM,Kotak,Shopping,2024-03-17 10:05:51,Android,Bengaluru
TXN0000503,USR00296,aadhyakakar@oksbi,anirudhbuch@axl,47982.57,INR,SUCCESS,Amazon Pay,Axis,Groceries,2024-10-19 22:19:35,Web,Bengaluru
TXN0000504,USR00228,ngrover@oksbi,goswamisiya@axl,42751.28,INR,FAILED,Amazon Pay,PNB,Education,2024-03-02 17:11:01,Web,Bengaluru
TXN0000505,USR00059,gauri10@oksbi,maxloke@axl,21.79,INR,SUCCESS,Google Pay,Kotak,Utilities,2024-09-08 00:21:27,Android,Chennai
TXN0000506,USR00093,pmutti@oksbi,nboase@paytm,9.65,INR,SUCCESS,PhonePe,Kotak,Education,2024-02-15 20:43:10,Android,Pune
TXN0000507,USR00301,ochadha@okhdfcbank,chanchal49@ybl,15783.03,INR,PENDING,Amazon Pay,BOB,Shopping,2024-03-13 19:16:24,iOS,Bengaluru
TXN0000508,USR00010,saumya37@okicici,vedanttaneja@axl,6.7,INR,FAILED,Amazon Pay,HDFC,Travel,2024-06-11 20:04:30,Web,Delhi
TXN0000509,USR00126,janani34@axl,nayardevansh@ybl,109.69,INR,PENDING,Amazon Pay,Canara,Food & Dining,2024-06-04 14:05:54,Android,Ahmedabad
TXN0000510,USR00180,amarachowdhury@paytm,fgara@okhdfcbank,3190.4,INR,FAILED,Amazon Pay,Kotak,Food & Dining,2024-11-13 10:00:03,Android,Mumbai
TXN0000511,USR00163,ansh70@paytm,handaurvi@okicici,14488.26,INR,SUCCESS,CRED,Kotak,Groceries,2024-06-02 09:53:08,iOS,Hyderabad
TXN0000512,USR00312,agastya40@ybl,chanakyakala@oksbi,170.94,INR,SUCCESS,PhonePe,ICICI,Education,2024-12-05 10:13:29,Web,Ahmedabad
TXN0000513,USR00308,mayasule@okicici,ljani@ybl,2503.3,INR,PENDING,Google Pay,SBI,Shopping,2024-07-20 09:34:01,iOS,Pune
TXN0000514,USR00321,yachana23@okicici,balalakshmi@paytm,13618.03,INR,FAILED,Google Pay,Axis,Groceries,2024-04-08 12:47:01,iOS,Bengaluru
TXN0000515,USR00253,kamdarronith@okhdfcbank,vpalla@axl,17480.64,INR,SUCCESS,Google Pay,ICICI,Shopping,2024-05-23 12:00:12,Web,Delhi
TXN0000516,USR00348,chaturabhagat@axl,boraanamika@axl,6040.29,INR,SUCCESS,Paytm,Canara,Food & Dining,2024-02-03 12:56:33,iOS,Bengaluru
TXN0000517,USR00115,qkaul@oksbi,gunbir52@okicici,39155.98,INR,SUCCESS,BHIM,Canara,Healthcare,2024-06-14 20:17:07,Android,Kolkata
TXN0000518,USR00169,vkunda@okicici,rdugal@oksbi,217.67,INR,FAILED,CRED,HDFC,Food & Dining,2024-04-09 08:47:14,iOS,Kolkata
TXN0000519,USR00171,xkant@axl,tandonudant@okhdfcbank,131.11,INR,PENDING,PhonePe,Canara,Shopping,2024-01-13 20:59:21,Web,Ahmedabad
TXN0000520,USR00227,prishajhaveri@oksbi,jagrati32@okicici,446.14,INR,SUCCESS,Amazon Pay,BOB,Shopping,2024-10-23 08:58:02,Android,Bengaluru
TXN0000521,USR00006,senguptapeter@ybl,hardikgaba@ybl,40436.37,INR,SUCCESS,BHIM,BOB,Rent,2024-10-13 20:25:06,Web,Mumbai
TXN0000522,USR00366,tnayar@oksbi,chandranturvi@axl,9621.03,INR,SUCCESS,Google Pay,ICICI,Fuel,2024-06-22 21:50:01,iOS,Pune
TXN0000523,USR00334,nadkarninathaniel@okicici,dhaliwaludarsh@okicici,31303.5,INR,PENDING,Amazon Pay,ICICI,Utilities,2024-08-03 21:11:15,iOS,Chennai
TXN0000524,USR00028,bluthra@ybl,mangalnicholas@okicici,27819.85,INR,FAILED,Google Pay,Axis,Travel,2024-11-04 19:00:33,Android,Pune
TXN0000525,USR00154,zkant@ybl,bhallaharrison@okicici,48337.92,INR,FAILED,Google Pay,HDFC,Groceries,2024-04-06 22:44:29,Android,Ahmedabad
TXN0000526,USR00379,sarthakbawa@ybl,veer74@okhdfcbank,1575.59,INR,SUCCESS,BHIM,ICICI,Food & Dining,2024-04-22 20:14:44,iOS,Bengaluru
TXN0000527,USR00016,khareedhitha@okhdfcbank,jkota@okhdfcbank,105.26,INR,SUCCESS,Paytm,ICICI,Travel,2024-02-07 22:07:09,iOS,Delhi
TXN0000528,USR00052,rishi35@oksbi,zbhatia@paytm,8.59,INR,SUCCESS,Google Pay,BOB,Shopping,2024-06-22 07:11:12,iOS,Hyderabad
TXN0000529,USR00365,nakshbath@oksbi,viswanathanaarav@oksbi,4896.96,INR,SUCCESS,Google Pay,ICICI,Travel,2024-06-05 19:51:23,Android,Kolkata
TXN0000530,USR00077,sarafaarnav@okicici,banjeetborra@okhdfcbank,3142.97,INR,FAILED,PhonePe,Kotak,Utilities,2024-12-21 20:40:15,Web,Ahmedabad
TXN0000531,USR00192,rajatatara@ybl,sachikhosla@axl,44708.99,INR,FAILED,BHIM,ICICI,Healthcare,2024-04-17 15:50:42,Web,Pune
TXN0000532,USR00107,ayushman80@okhdfcbank,joshimason@okhdfcbank,206.46,INR,PENDING,BHIM,Axis,Education,2024-09-26 22:31:30,Android,Chennai
TXN0000533,USR00228,hamsini15@axl,xbiswas@okicici,881.42,INR,PENDING,Google Pay,SBI,Groceries,2024-08-05 18:10:59,Web,Pune
TXN0000534,USR00136,praneel95@paytm,bhavsarjeremiah@oksbi,165.34,INR,SUCCESS,Paytm,HDFC,Entertainment,2024-08-06 20:26:23,Web,Mumbai
TXN0000535,USR00155,hchawla@paytm,shivani15@paytm,2001.91,INR,FAILED,Paytm,Axis,Rent,2024-05-21 03:07:04,Android,Chennai
TXN0000536,USR00007,ishwarparmer@ybl,ebhattacharyya@paytm,31097.92,INR,PENDING,Amazon Pay,ICICI,Education,2024-01-05 09:52:22,Android,Hyderabad
TXN0000537,USR00161,maanav28@okhdfcbank,advaithkeer@ybl,239.68,INR,FAILED,CRED,BOB,Travel,2024-04-17 22:37:50,iOS,Ahmedabad
TXN0000538,USR00174,tshere@okhdfcbank,dhriticomar@ybl,543.57,INR,SUCCESS,BHIM,BOB,Fuel,2024-10-12 10:36:55,iOS,Pune
TXN0000539,USR00312,bmalhotra@axl,darpan04@ybl,33342.77,INR,SUCCESS,BHIM,Axis,Education,2024-10-27 08:59:08,Android,Kolkata
TXN0000540,USR00017,eeshabobal@paytm,moraradweta@axl,159.28,INR,SUCCESS,BHIM,SBI,Utilities,2024-04-06 19:36:28,Android,Mumbai
TXN0000541,USR00211,hsehgal@ybl,hemakale@okhdfcbank,2158.94,INR,PENDING,PhonePe,ICICI,Fuel,2024-07-16 12:18:42,iOS,Ahmedabad
TXN0000542,USR00295,janya95@okicici,gokhaleati@axl,26365.1,INR,SUCCESS,Google Pay,Canara,Entertainment,2024-02-05 12:08:55,Android,Bengaluru
TXN0000543,USR00295,kondarohan@oksbi,advay46@paytm,3061.53,INR,SUCCESS,PhonePe,Kotak,Groceries,2024-03-14 20:38:51,iOS,Chennai
TXN0000544,USR00094,tanay28@paytm,dubeyshaurya@axl,22309.92,INR,SUCCESS,PhonePe,BOB,Food & Dining,2024-07-19 05:26:15,Android,Delhi
TXN0000545,USR00211,chawlazehaan@axl,sahuja@oksbi,3750.84,INR,SUCCESS,Paytm,HDFC,Shopping,2024-05-20 17:18:42,Web,Pune
TXN0000546,USR00328,widisha94@paytm,ekavir53@paytm,1.24,INR,SUCCESS,CRED,Canara,Education,2024-07-28 13:13:32,iOS,Kolkata
TXN0000547,USR00035,sai31@oksbi,qchahal@axl,3516.33,INR,SUCCESS,CRED,Axis,Groceries,2024-04-09 08:16:07,Android,Ahmedabad
